#Re(t)	 Im(t)	 Re(GF[0,0])	 Im(GF[0,0])	 Re(GF[0,1])	 Im(GF[0,1])	 Re(GF[0,2])	 Im(GF[0,2])	 Re(GF[0,3])	 Im(GF[0,3])	 Re(GF[0,4])	 Im(GF[0,4])	 Re(GF[0,5])	 Im(GF[0,5])	 Re(GF[0,6])	 Im(GF[0,6])	 Re(GF[0,7])	 Im(GF[0,7])	 Re(GF[0,8])	 Im(GF[0,8])	 Re(GF[1,0])	 Im(GF[1,0])	 Re(GF[1,1])	 Im(GF[1,1])	 Re(GF[1,2])	 Im(GF[1,2])	 Re(GF[1,3])	 Im(GF[1,3])	 Re(GF[1,4])	 Im(GF[1,4])	 Re(GF[1,5])	 Im(GF[1,5])	 Re(GF[1,6])	 Im(GF[1,6])	 Re(GF[1,7])	 Im(GF[1,7])	 Re(GF[1,8])	 Im(GF[1,8])	 Re(GF[2,0])	 Im(GF[2,0])	 Re(GF[2,1])	 Im(GF[2,1])	 Re(GF[2,2])	 Im(GF[2,2])	 Re(GF[2,3])	 Im(GF[2,3])	 Re(GF[2,4])	 Im(GF[2,4])	 Re(GF[2,5])	 Im(GF[2,5])	 Re(GF[2,6])	 Im(GF[2,6])	 Re(GF[2,7])	 Im(GF[2,7])	 Re(GF[2,8])	 Im(GF[2,8])	 Re(GF[3,0])	 Im(GF[3,0])	 Re(GF[3,1])	 Im(GF[3,1])	 Re(GF[3,2])	 Im(GF[3,2])	 Re(GF[3,3])	 Im(GF[3,3])	 Re(GF[3,4])	 Im(GF[3,4])	 Re(GF[3,5])	 Im(GF[3,5])	 Re(GF[3,6])	 Im(GF[3,6])	 Re(GF[3,7])	 Im(GF[3,7])	 Re(GF[3,8])	 Im(GF[3,8])	 Re(GF[4,0])	 Im(GF[4,0])	 Re(GF[4,1])	 Im(GF[4,1])	 Re(GF[4,2])	 Im(GF[4,2])	 Re(GF[4,3])	 Im(GF[4,3])	 Re(GF[4,4])	 Im(GF[4,4])	 Re(GF[4,5])	 Im(GF[4,5])	 Re(GF[4,6])	 Im(GF[4,6])	 Re(GF[4,7])	 Im(GF[4,7])	 Re(GF[4,8])	 Im(GF[4,8])	 Re(GF[5,0])	 Im(GF[5,0])	 Re(GF[5,1])	 Im(GF[5,1])	 Re(GF[5,2])	 Im(GF[5,2])	 Re(GF[5,3])	 Im(GF[5,3])	 Re(GF[5,4])	 Im(GF[5,4])	 Re(GF[5,5])	 Im(GF[5,5])	 Re(GF[5,6])	 Im(GF[5,6])	 Re(GF[5,7])	 Im(GF[5,7])	 Re(GF[5,8])	 Im(GF[5,8])	 Re(GF[6,0])	 Im(GF[6,0])	 Re(GF[6,1])	 Im(GF[6,1])	 Re(GF[6,2])	 Im(GF[6,2])	 Re(GF[6,3])	 Im(GF[6,3])	 Re(GF[6,4])	 Im(GF[6,4])	 Re(GF[6,5])	 Im(GF[6,5])	 Re(GF[6,6])	 Im(GF[6,6])	 Re(GF[6,7])	 Im(GF[6,7])	 Re(GF[6,8])	 Im(GF[6,8])	 Re(GF[7,0])	 Im(GF[7,0])	 Re(GF[7,1])	 Im(GF[7,1])	 Re(GF[7,2])	 Im(GF[7,2])	 Re(GF[7,3])	 Im(GF[7,3])	 Re(GF[7,4])	 Im(GF[7,4])	 Re(GF[7,5])	 Im(GF[7,5])	 Re(GF[7,6])	 Im(GF[7,6])	 Re(GF[7,7])	 Im(GF[7,7])	 Re(GF[7,8])	 Im(GF[7,8])	 Re(GF[8,0])	 Im(GF[8,0])	 Re(GF[8,1])	 Im(GF[8,1])	 Re(GF[8,2])	 Im(GF[8,2])	 Re(GF[8,3])	 Im(GF[8,3])	 Re(GF[8,4])	 Im(GF[8,4])	 Re(GF[8,5])	 Im(GF[8,5])	 Re(GF[8,6])	 Im(GF[8,6])	 Re(GF[8,7])	 Im(GF[8,7])	 Re(GF[8,8])	 Im(GF[8,8])
0.720721	0.000000	 -0.089029 	 0.000000	 0.044205 	 0.001427	 0.044228 	 -0.000038	 0.044205 	 0.001427	 -0.021974 	 0.000000	 -0.021962 	 -0.000793	 0.044228 	 -0.000038	 -0.021962 	 -0.000793	 -0.021974 	 0.000000	 0.044205 	 0.001427	 -0.089029 	 0.000000	 0.044205 	 0.001427	 -0.021926 	 0.001482	 0.044205 	 -0.001427	 -0.021926 	 0.001482	 -0.021962 	 -0.000793	 0.044228 	 0.000038	 -0.021962 	 -0.000793	 0.044228 	 -0.000038	 0.044205 	 0.001427	 -0.089029 	 0.000000	 -0.021962 	 -0.000793	 -0.021974 	 0.000000	 0.044205 	 0.001427	 -0.021974 	 0.000000	 -0.021962 	 -0.000793	 0.044228 	 -0.000038	 0.044205 	 0.001427	 -0.021926 	 0.001482	 -0.021962 	 -0.000793	 -0.089029 	 0.000000	 0.044205 	 -0.001427	 0.044228 	 0.000038	 0.044205 	 0.001427	 -0.021926 	 0.001482	 -0.021962 	 -0.000793	 -0.021974 	 0.000000	 0.044205 	 -0.001427	 -0.021974 	 0.000000	 0.044205 	 -0.001427	 -0.089029 	 0.000000	 0.044205 	 -0.001427	 -0.021974 	 0.000000	 0.044205 	 -0.001427	 -0.021974 	 0.000000	 -0.021962 	 -0.000793	 -0.021926 	 0.001482	 0.044205 	 0.001427	 0.044228 	 0.000038	 0.044205 	 -0.001427	 -0.089029 	 0.000000	 -0.021962 	 -0.000793	 -0.021926 	 0.001482	 0.044205 	 0.001427	 0.044228 	 -0.000038	 -0.021962 	 -0.000793	 -0.021974 	 0.000000	 0.044205 	 0.001427	 -0.021974 	 0.000000	 -0.021962 	 -0.000793	 -0.089029 	 0.000000	 0.044205 	 0.001427	 0.044228 	 -0.000038	 -0.021962 	 -0.000793	 0.044228 	 0.000038	 -0.021962 	 -0.000793	 -0.021926 	 0.001482	 0.044205 	 -0.001427	 -0.021926 	 0.001482	 0.044205 	 0.001427	 -0.089029 	 0.000000	 0.044205 	 0.001427	 -0.021974 	 0.000000	 -0.021962 	 -0.000793	 0.044228 	 -0.000038	 -0.021962 	 -0.000793	 -0.021974 	 0.000000	 0.044205 	 0.001427	 0.044228 	 -0.000038	 0.044205 	 0.001427	 -0.089029 	 0.000000
0.732733	0.000000	 -0.086753 	 0.000000	 0.043082 	 0.001407	 0.043105 	 -0.000053	 0.043082 	 0.001407	 -0.021416 	 0.000000	 -0.021403 	 -0.000789	 0.043105 	 -0.000053	 -0.021403 	 -0.000789	 -0.021416 	 0.000000	 0.043082 	 0.001407	 -0.086753 	 0.000000	 0.043082 	 0.001407	 -0.021368 	 0.001461	 0.043082 	 -0.001407	 -0.021368 	 0.001461	 -0.021403 	 -0.000789	 0.043105 	 0.000053	 -0.021403 	 -0.000789	 0.043105 	 -0.000053	 0.043082 	 0.001407	 -0.086753 	 0.000000	 -0.021403 	 -0.000789	 -0.021416 	 0.000000	 0.043082 	 0.001407	 -0.021416 	 0.000000	 -0.021403 	 -0.000789	 0.043105 	 -0.000053	 0.043082 	 0.001407	 -0.021368 	 0.001461	 -0.021403 	 -0.000789	 -0.086753 	 0.000000	 0.043082 	 -0.001407	 0.043105 	 0.000053	 0.043082 	 0.001407	 -0.021368 	 0.001461	 -0.021403 	 -0.000789	 -0.021416 	 0.000000	 0.043082 	 -0.001407	 -0.021416 	 0.000000	 0.043082 	 -0.001407	 -0.086753 	 0.000000	 0.043082 	 -0.001407	 -0.021416 	 0.000000	 0.043082 	 -0.001407	 -0.021416 	 0.000000	 -0.021403 	 -0.000789	 -0.021368 	 0.001461	 0.043082 	 0.001407	 0.043105 	 0.000053	 0.043082 	 -0.001407	 -0.086753 	 0.000000	 -0.021403 	 -0.000789	 -0.021368 	 0.001461	 0.043082 	 0.001407	 0.043105 	 -0.000053	 -0.021403 	 -0.000789	 -0.021416 	 0.000000	 0.043082 	 0.001407	 -0.021416 	 0.000000	 -0.021403 	 -0.000789	 -0.086753 	 0.000000	 0.043082 	 0.001407	 0.043105 	 -0.000053	 -0.021403 	 -0.000789	 0.043105 	 0.000053	 -0.021403 	 -0.000789	 -0.021368 	 0.001461	 0.043082 	 -0.001407	 -0.021368 	 0.001461	 0.043082 	 0.001407	 -0.086753 	 0.000000	 0.043082 	 0.001407	 -0.021416 	 0.000000	 -0.021403 	 -0.000789	 0.043105 	 -0.000053	 -0.021403 	 -0.000789	 -0.021416 	 0.000000	 0.043082 	 0.001407	 0.043105 	 -0.000053	 0.043082 	 0.001407	 -0.086753 	 0.000000
0.744745	0.000000	 -0.084536 	 0.000000	 0.041989 	 0.001386	 0.042012 	 -0.000067	 0.041989 	 0.001386	 -0.020872 	 0.000000	 -0.020859 	 -0.000784	 0.042012 	 -0.000067	 -0.020859 	 -0.000784	 -0.020872 	 0.000000	 0.041989 	 0.001386	 -0.084536 	 0.000000	 0.041989 	 0.001386	 -0.020824 	 0.001439	 0.041989 	 -0.001386	 -0.020824 	 0.001439	 -0.020859 	 -0.000784	 0.042012 	 0.000067	 -0.020859 	 -0.000784	 0.042012 	 -0.000067	 0.041989 	 0.001386	 -0.084536 	 0.000000	 -0.020859 	 -0.000784	 -0.020872 	 0.000000	 0.041989 	 0.001386	 -0.020872 	 0.000000	 -0.020859 	 -0.000784	 0.042012 	 -0.000067	 0.041989 	 0.001386	 -0.020824 	 0.001439	 -0.020859 	 -0.000784	 -0.084536 	 0.000000	 0.041989 	 -0.001386	 0.042012 	 0.000067	 0.041989 	 0.001386	 -0.020824 	 0.001439	 -0.020859 	 -0.000784	 -0.020872 	 0.000000	 0.041989 	 -0.001386	 -0.020872 	 0.000000	 0.041989 	 -0.001386	 -0.084536 	 0.000000	 0.041989 	 -0.001386	 -0.020872 	 0.000000	 0.041989 	 -0.001386	 -0.020872 	 0.000000	 -0.020859 	 -0.000784	 -0.020824 	 0.001439	 0.041989 	 0.001386	 0.042012 	 0.000067	 0.041989 	 -0.001386	 -0.084536 	 0.000000	 -0.020859 	 -0.000784	 -0.020824 	 0.001439	 0.041989 	 0.001386	 0.042012 	 -0.000067	 -0.020859 	 -0.000784	 -0.020872 	 0.000000	 0.041989 	 0.001386	 -0.020872 	 0.000000	 -0.020859 	 -0.000784	 -0.084536 	 0.000000	 0.041989 	 0.001386	 0.042012 	 -0.000067	 -0.020859 	 -0.000784	 0.042012 	 0.000067	 -0.020859 	 -0.000784	 -0.020824 	 0.001439	 0.041989 	 -0.001386	 -0.020824 	 0.001439	 0.041989 	 0.001386	 -0.084536 	 0.000000	 0.041989 	 0.001386	 -0.020872 	 0.000000	 -0.020859 	 -0.000784	 0.042012 	 -0.000067	 -0.020859 	 -0.000784	 -0.020872 	 0.000000	 0.041989 	 0.001386	 0.042012 	 -0.000067	 0.041989 	 0.001386	 -0.084536 	 0.000000
0.756757	0.000000	 -0.082379 	 0.000000	 0.040924 	 0.001366	 0.040947 	 -0.000080	 0.040924 	 0.001366	 -0.020342 	 0.000000	 -0.020329 	 -0.000780	 0.040947 	 -0.000080	 -0.020329 	 -0.000780	 -0.020342 	 0.000000	 0.040924 	 0.001366	 -0.082379 	 0.000000	 0.040924 	 0.001366	 -0.020295 	 0.001418	 0.040924 	 -0.001366	 -0.020295 	 0.001418	 -0.020329 	 -0.000780	 0.040947 	 0.000080	 -0.020329 	 -0.000780	 0.040947 	 -0.000080	 0.040924 	 0.001366	 -0.082379 	 0.000000	 -0.020329 	 -0.000780	 -0.020342 	 0.000000	 0.040924 	 0.001366	 -0.020342 	 0.000000	 -0.020329 	 -0.000780	 0.040947 	 -0.000080	 0.040924 	 0.001366	 -0.020295 	 0.001418	 -0.020329 	 -0.000780	 -0.082379 	 0.000000	 0.040924 	 -0.001366	 0.040947 	 0.000080	 0.040924 	 0.001366	 -0.020295 	 0.001418	 -0.020329 	 -0.000780	 -0.020342 	 0.000000	 0.040924 	 -0.001366	 -0.020342 	 0.000000	 0.040924 	 -0.001366	 -0.082379 	 0.000000	 0.040924 	 -0.001366	 -0.020342 	 0.000000	 0.040924 	 -0.001366	 -0.020342 	 0.000000	 -0.020329 	 -0.000780	 -0.020295 	 0.001418	 0.040924 	 0.001366	 0.040947 	 0.000080	 0.040924 	 -0.001366	 -0.082379 	 0.000000	 -0.020329 	 -0.000780	 -0.020295 	 0.001418	 0.040924 	 0.001366	 0.040947 	 -0.000080	 -0.020329 	 -0.000780	 -0.020342 	 0.000000	 0.040924 	 0.001366	 -0.020342 	 0.000000	 -0.020329 	 -0.000780	 -0.082379 	 0.000000	 0.040924 	 0.001366	 0.040947 	 -0.000080	 -0.020329 	 -0.000780	 0.040947 	 0.000080	 -0.020329 	 -0.000780	 -0.020295 	 0.001418	 0.040924 	 -0.001366	 -0.020295 	 0.001418	 0.040924 	 0.001366	 -0.082379 	 0.000000	 0.040924 	 0.001366	 -0.020342 	 0.000000	 -0.020329 	 -0.000780	 0.040947 	 -0.000080	 -0.020329 	 -0.000780	 -0.020342 	 0.000000	 0.040924 	 0.001366	 0.040947 	 -0.000080	 0.040924 	 0.001366	 -0.082379 	 0.000000
0.768769	0.000000	 -0.080278 	 0.000000	 0.039887 	 0.001346	 0.039909 	 -0.000092	 0.039887 	 0.001346	 -0.019826 	 0.000000	 -0.019813 	 -0.000775	 0.039909 	 -0.000092	 -0.019813 	 -0.000775	 -0.019826 	 0.000000	 0.039887 	 0.001346	 -0.080278 	 0.000000	 0.039887 	 0.001346	 -0.019779 	 0.001397	 0.039887 	 -0.001346	 -0.019779 	 0.001397	 -0.019813 	 -0.000775	 0.039909 	 0.000092	 -0.019813 	 -0.000775	 0.039909 	 -0.000092	 0.039887 	 0.001346	 -0.080278 	 0.000000	 -0.019813 	 -0.000775	 -0.019826 	 0.000000	 0.039887 	 0.001346	 -0.019826 	 0.000000	 -0.019813 	 -0.000775	 0.039909 	 -0.000092	 0.039887 	 0.001346	 -0.019779 	 0.001397	 -0.019813 	 -0.000775	 -0.080278 	 0.000000	 0.039887 	 -0.001346	 0.039909 	 0.000092	 0.039887 	 0.001346	 -0.019779 	 0.001397	 -0.019813 	 -0.000775	 -0.019826 	 0.000000	 0.039887 	 -0.001346	 -0.019826 	 0.000000	 0.039887 	 -0.001346	 -0.080278 	 0.000000	 0.039887 	 -0.001346	 -0.019826 	 0.000000	 0.039887 	 -0.001346	 -0.019826 	 0.000000	 -0.019813 	 -0.000775	 -0.019779 	 0.001397	 0.039887 	 0.001346	 0.039909 	 0.000092	 0.039887 	 -0.001346	 -0.080278 	 0.000000	 -0.019813 	 -0.000775	 -0.019779 	 0.001397	 0.039887 	 0.001346	 0.039909 	 -0.000092	 -0.019813 	 -0.000775	 -0.019826 	 0.000000	 0.039887 	 0.001346	 -0.019826 	 0.000000	 -0.019813 	 -0.000775	 -0.080278 	 0.000000	 0.039887 	 0.001346	 0.039909 	 -0.000092	 -0.019813 	 -0.000775	 0.039909 	 0.000092	 -0.019813 	 -0.000775	 -0.019779 	 0.001397	 0.039887 	 -0.001346	 -0.019779 	 0.001397	 0.039887 	 0.001346	 -0.080278 	 0.000000	 0.039887 	 0.001346	 -0.019826 	 0.000000	 -0.019813 	 -0.000775	 0.039909 	 -0.000092	 -0.019813 	 -0.000775	 -0.019826 	 0.000000	 0.039887 	 0.001346	 0.039909 	 -0.000092	 0.039887 	 0.001346	 -0.080278 	 0.000000
0.780781	0.000000	 -0.078234 	 0.000000	 0.038876 	 0.001326	 0.038899 	 -0.000104	 0.038876 	 0.001326	 -0.019323 	 0.000000	 -0.019310 	 -0.000770	 0.038899 	 -0.000104	 -0.019310 	 -0.000770	 -0.019323 	 0.000000	 0.038876 	 0.001326	 -0.078234 	 0.000000	 0.038876 	 0.001326	 -0.019276 	 0.001376	 0.038876 	 -0.001326	 -0.019276 	 0.001376	 -0.019310 	 -0.000770	 0.038899 	 0.000104	 -0.019310 	 -0.000770	 0.038899 	 -0.000104	 0.038876 	 0.001326	 -0.078234 	 0.000000	 -0.019310 	 -0.000770	 -0.019323 	 0.000000	 0.038876 	 0.001326	 -0.019323 	 0.000000	 -0.019310 	 -0.000770	 0.038899 	 -0.000104	 0.038876 	 0.001326	 -0.019276 	 0.001376	 -0.019310 	 -0.000770	 -0.078234 	 0.000000	 0.038876 	 -0.001326	 0.038899 	 0.000104	 0.038876 	 0.001326	 -0.019276 	 0.001376	 -0.019310 	 -0.000770	 -0.019323 	 0.000000	 0.038876 	 -0.001326	 -0.019323 	 0.000000	 0.038876 	 -0.001326	 -0.078234 	 0.000000	 0.038876 	 -0.001326	 -0.019323 	 0.000000	 0.038876 	 -0.001326	 -0.019323 	 0.000000	 -0.019310 	 -0.000770	 -0.019276 	 0.001376	 0.038876 	 0.001326	 0.038899 	 0.000104	 0.038876 	 -0.001326	 -0.078234 	 0.000000	 -0.019310 	 -0.000770	 -0.019276 	 0.001376	 0.038876 	 0.001326	 0.038899 	 -0.000104	 -0.019310 	 -0.000770	 -0.019323 	 0.000000	 0.038876 	 0.001326	 -0.019323 	 0.000000	 -0.019310 	 -0.000770	 -0.078234 	 0.000000	 0.038876 	 0.001326	 0.038899 	 -0.000104	 -0.019310 	 -0.000770	 0.038899 	 0.000104	 -0.019310 	 -0.000770	 -0.019276 	 0.001376	 0.038876 	 -0.001326	 -0.019276 	 0.001376	 0.038876 	 0.001326	 -0.078234 	 0.000000	 0.038876 	 0.001326	 -0.019323 	 0.000000	 -0.019310 	 -0.000770	 0.038899 	 -0.000104	 -0.019310 	 -0.000770	 -0.019323 	 0.000000	 0.038876 	 0.001326	 0.038899 	 -0.000104	 0.038876 	 0.001326	 -0.078234 	 0.000000
0.792793	0.000000	 -0.076243 	 0.000000	 0.037892 	 0.001306	 0.037914 	 -0.000115	 0.037892 	 0.001306	 -0.018834 	 0.000000	 -0.018820 	 -0.000764	 0.037914 	 -0.000115	 -0.018820 	 -0.000764	 -0.018834 	 0.000000	 0.037892 	 0.001306	 -0.076243 	 0.000000	 0.037892 	 0.001306	 -0.018787 	 0.001355	 0.037892 	 -0.001306	 -0.018787 	 0.001355	 -0.018820 	 -0.000764	 0.037914 	 0.000116	 -0.018820 	 -0.000764	 0.037914 	 -0.000115	 0.037892 	 0.001306	 -0.076243 	 0.000000	 -0.018820 	 -0.000764	 -0.018834 	 0.000000	 0.037892 	 0.001306	 -0.018834 	 0.000000	 -0.018820 	 -0.000764	 0.037914 	 -0.000115	 0.037892 	 0.001306	 -0.018787 	 0.001355	 -0.018820 	 -0.000764	 -0.076243 	 0.000000	 0.037892 	 -0.001306	 0.037914 	 0.000116	 0.037892 	 0.001306	 -0.018787 	 0.001355	 -0.018820 	 -0.000764	 -0.018834 	 0.000000	 0.037892 	 -0.001306	 -0.018834 	 0.000000	 0.037892 	 -0.001306	 -0.076243 	 0.000000	 0.037892 	 -0.001306	 -0.018834 	 0.000000	 0.037892 	 -0.001306	 -0.018834 	 0.000000	 -0.018820 	 -0.000764	 -0.018787 	 0.001355	 0.037892 	 0.001306	 0.037914 	 0.000116	 0.037892 	 -0.001306	 -0.076243 	 0.000000	 -0.018820 	 -0.000764	 -0.018787 	 0.001355	 0.037892 	 0.001306	 0.037914 	 -0.000115	 -0.018820 	 -0.000764	 -0.018834 	 0.000000	 0.037892 	 0.001306	 -0.018834 	 0.000000	 -0.018820 	 -0.000764	 -0.076243 	 0.000000	 0.037892 	 0.001306	 0.037914 	 -0.000115	 -0.018820 	 -0.000764	 0.037914 	 0.000116	 -0.018820 	 -0.000764	 -0.018787 	 0.001355	 0.037892 	 -0.001306	 -0.018787 	 0.001355	 0.037892 	 0.001306	 -0.076243 	 0.000000	 0.037892 	 0.001306	 -0.018834 	 0.000000	 -0.018820 	 -0.000764	 0.037914 	 -0.000115	 -0.018820 	 -0.000764	 -0.018834 	 0.000000	 0.037892 	 0.001306	 0.037914 	 -0.000115	 0.037892 	 0.001306	 -0.076243 	 0.000000
0.804805	0.000000	 -0.074305 	 0.000000	 0.036933 	 0.001287	 0.036955 	 -0.000126	 0.036933 	 0.001287	 -0.018357 	 0.000000	 -0.018343 	 -0.000759	 0.036955 	 -0.000126	 -0.018343 	 -0.000759	 -0.018357 	 0.000000	 0.036933 	 0.001287	 -0.074305 	 0.000000	 0.036933 	 0.001287	 -0.018310 	 0.001335	 0.036933 	 -0.001287	 -0.018310 	 0.001335	 -0.018343 	 -0.000759	 0.036955 	 0.000126	 -0.018343 	 -0.000759	 0.036955 	 -0.000126	 0.036933 	 0.001287	 -0.074305 	 0.000000	 -0.018343 	 -0.000759	 -0.018357 	 0.000000	 0.036933 	 0.001287	 -0.018357 	 0.000000	 -0.018343 	 -0.000759	 0.036955 	 -0.000126	 0.036933 	 0.001287	 -0.018310 	 0.001335	 -0.018343 	 -0.000759	 -0.074305 	 0.000000	 0.036933 	 -0.001287	 0.036955 	 0.000126	 0.036933 	 0.001287	 -0.018310 	 0.001335	 -0.018343 	 -0.000759	 -0.018357 	 0.000000	 0.036933 	 -0.001287	 -0.018357 	 0.000000	 0.036933 	 -0.001287	 -0.074305 	 0.000000	 0.036933 	 -0.001287	 -0.018357 	 0.000000	 0.036933 	 -0.001287	 -0.018357 	 0.000000	 -0.018343 	 -0.000759	 -0.018310 	 0.001335	 0.036933 	 0.001287	 0.036955 	 0.000126	 0.036933 	 -0.001287	 -0.074305 	 0.000000	 -0.018343 	 -0.000759	 -0.018310 	 0.001335	 0.036933 	 0.001287	 0.036955 	 -0.000126	 -0.018343 	 -0.000759	 -0.018357 	 0.000000	 0.036933 	 0.001287	 -0.018357 	 0.000000	 -0.018343 	 -0.000759	 -0.074305 	 0.000000	 0.036933 	 0.001287	 0.036955 	 -0.000126	 -0.018343 	 -0.000759	 0.036955 	 0.000126	 -0.018343 	 -0.000759	 -0.018310 	 0.001335	 0.036933 	 -0.001287	 -0.018310 	 0.001335	 0.036933 	 0.001287	 -0.074305 	 0.000000	 0.036933 	 0.001287	 -0.018357 	 0.000000	 -0.018343 	 -0.000759	 0.036955 	 -0.000126	 -0.018343 	 -0.000759	 -0.018357 	 0.000000	 0.036933 	 0.001287	 0.036955 	 -0.000126	 0.036933 	 0.001287	 -0.074305 	 0.000000
0.816817	0.000000	 -0.072418 	 0.000000	 0.035999 	 0.001267	 0.036021 	 -0.000136	 0.035999 	 0.001267	 -0.017892 	 0.000000	 -0.017878 	 -0.000753	 0.036021 	 -0.000136	 -0.017878 	 -0.000753	 -0.017892 	 0.000000	 0.035999 	 0.001267	 -0.072418 	 0.000000	 0.035999 	 0.001267	 -0.017845 	 0.001314	 0.035999 	 -0.001267	 -0.017845 	 0.001314	 -0.017878 	 -0.000753	 0.036021 	 0.000136	 -0.017878 	 -0.000753	 0.036021 	 -0.000136	 0.035999 	 0.001267	 -0.072418 	 0.000000	 -0.017878 	 -0.000753	 -0.017892 	 0.000000	 0.035999 	 0.001267	 -0.017892 	 0.000000	 -0.017878 	 -0.000753	 0.036021 	 -0.000136	 0.035999 	 0.001267	 -0.017845 	 0.001314	 -0.017878 	 -0.000753	 -0.072418 	 0.000000	 0.035999 	 -0.001267	 0.036021 	 0.000136	 0.035999 	 0.001267	 -0.017845 	 0.001314	 -0.017878 	 -0.000753	 -0.017892 	 0.000000	 0.035999 	 -0.001267	 -0.017892 	 0.000000	 0.035999 	 -0.001267	 -0.072418 	 0.000000	 0.035999 	 -0.001267	 -0.017892 	 0.000000	 0.035999 	 -0.001267	 -0.017892 	 0.000000	 -0.017878 	 -0.000753	 -0.017845 	 0.001314	 0.035999 	 0.001267	 0.036021 	 0.000136	 0.035999 	 -0.001267	 -0.072418 	 0.000000	 -0.017878 	 -0.000753	 -0.017845 	 0.001314	 0.035999 	 0.001267	 0.036021 	 -0.000136	 -0.017878 	 -0.000753	 -0.017892 	 0.000000	 0.035999 	 0.001267	 -0.017892 	 0.000000	 -0.017878 	 -0.000753	 -0.072418 	 0.000000	 0.035999 	 0.001267	 0.036021 	 -0.000136	 -0.017878 	 -0.000753	 0.036021 	 0.000136	 -0.017878 	 -0.000753	 -0.017845 	 0.001314	 0.035999 	 -0.001267	 -0.017845 	 0.001314	 0.035999 	 0.001267	 -0.072418 	 0.000000	 0.035999 	 0.001267	 -0.017892 	 0.000000	 -0.017878 	 -0.000753	 0.036021 	 -0.000136	 -0.017878 	 -0.000753	 -0.017892 	 0.000000	 0.035999 	 0.001267	 0.036021 	 -0.000136	 0.035999 	 0.001267	 -0.072418 	 0.000000
0.828829	0.000000	 -0.070582 	 0.000000	 0.035089 	 0.001248	 0.035111 	 -0.000145	 0.035089 	 0.001248	 -0.017439 	 0.000000	 -0.017425 	 -0.000747	 0.035111 	 -0.000145	 -0.017425 	 -0.000747	 -0.017439 	 0.000000	 0.035089 	 0.001248	 -0.070582 	 0.000000	 0.035089 	 0.001248	 -0.017393 	 0.001294	 0.035089 	 -0.001248	 -0.017393 	 0.001294	 -0.017425 	 -0.000747	 0.035111 	 0.000145	 -0.017425 	 -0.000747	 0.035111 	 -0.000145	 0.035089 	 0.001248	 -0.070582 	 0.000000	 -0.017425 	 -0.000747	 -0.017439 	 0.000000	 0.035089 	 0.001248	 -0.017439 	 0.000000	 -0.017425 	 -0.000747	 0.035111 	 -0.000145	 0.035089 	 0.001248	 -0.017393 	 0.001294	 -0.017425 	 -0.000747	 -0.070582 	 0.000000	 0.035089 	 -0.001248	 0.035111 	 0.000145	 0.035089 	 0.001248	 -0.017393 	 0.001294	 -0.017425 	 -0.000747	 -0.017439 	 0.000000	 0.035089 	 -0.001248	 -0.017439 	 0.000000	 0.035089 	 -0.001248	 -0.070582 	 0.000000	 0.035089 	 -0.001248	 -0.017439 	 0.000000	 0.035089 	 -0.001248	 -0.017439 	 0.000000	 -0.017425 	 -0.000747	 -0.017393 	 0.001294	 0.035089 	 0.001248	 0.035111 	 0.000145	 0.035089 	 -0.001248	 -0.070582 	 0.000000	 -0.017425 	 -0.000747	 -0.017393 	 0.001294	 0.035089 	 0.001248	 0.035111 	 -0.000145	 -0.017425 	 -0.000747	 -0.017439 	 0.000000	 0.035089 	 0.001248	 -0.017439 	 0.000000	 -0.017425 	 -0.000747	 -0.070582 	 0.000000	 0.035089 	 0.001248	 0.035111 	 -0.000145	 -0.017425 	 -0.000747	 0.035111 	 0.000145	 -0.017425 	 -0.000747	 -0.017393 	 0.001294	 0.035089 	 -0.001248	 -0.017393 	 0.001294	 0.035089 	 0.001248	 -0.070582 	 0.000000	 0.035089 	 0.001248	 -0.017439 	 0.000000	 -0.017425 	 -0.000747	 0.035111 	 -0.000145	 -0.017425 	 -0.000747	 -0.017439 	 0.000000	 0.035089 	 0.001248	 0.035111 	 -0.000145	 0.035089 	 0.001248	 -0.070582 	 0.000000
