#Re(t)	 Im(t)	 Re(GF[0,0])	 Im(GF[0,0])	 Re(GF[0,1])	 Im(GF[0,1])	 Re(GF[0,2])	 Im(GF[0,2])	 Re(GF[0,3])	 Im(GF[0,3])	 Re(GF[0,4])	 Im(GF[0,4])	 Re(GF[0,5])	 Im(GF[0,5])	 Re(GF[0,6])	 Im(GF[0,6])	 Re(GF[0,7])	 Im(GF[0,7])	 Re(GF[0,8])	 Im(GF[0,8])	 Re(GF[1,0])	 Im(GF[1,0])	 Re(GF[1,1])	 Im(GF[1,1])	 Re(GF[1,2])	 Im(GF[1,2])	 Re(GF[1,3])	 Im(GF[1,3])	 Re(GF[1,4])	 Im(GF[1,4])	 Re(GF[1,5])	 Im(GF[1,5])	 Re(GF[1,6])	 Im(GF[1,6])	 Re(GF[1,7])	 Im(GF[1,7])	 Re(GF[1,8])	 Im(GF[1,8])	 Re(GF[2,0])	 Im(GF[2,0])	 Re(GF[2,1])	 Im(GF[2,1])	 Re(GF[2,2])	 Im(GF[2,2])	 Re(GF[2,3])	 Im(GF[2,3])	 Re(GF[2,4])	 Im(GF[2,4])	 Re(GF[2,5])	 Im(GF[2,5])	 Re(GF[2,6])	 Im(GF[2,6])	 Re(GF[2,7])	 Im(GF[2,7])	 Re(GF[2,8])	 Im(GF[2,8])	 Re(GF[3,0])	 Im(GF[3,0])	 Re(GF[3,1])	 Im(GF[3,1])	 Re(GF[3,2])	 Im(GF[3,2])	 Re(GF[3,3])	 Im(GF[3,3])	 Re(GF[3,4])	 Im(GF[3,4])	 Re(GF[3,5])	 Im(GF[3,5])	 Re(GF[3,6])	 Im(GF[3,6])	 Re(GF[3,7])	 Im(GF[3,7])	 Re(GF[3,8])	 Im(GF[3,8])	 Re(GF[4,0])	 Im(GF[4,0])	 Re(GF[4,1])	 Im(GF[4,1])	 Re(GF[4,2])	 Im(GF[4,2])	 Re(GF[4,3])	 Im(GF[4,3])	 Re(GF[4,4])	 Im(GF[4,4])	 Re(GF[4,5])	 Im(GF[4,5])	 Re(GF[4,6])	 Im(GF[4,6])	 Re(GF[4,7])	 Im(GF[4,7])	 Re(GF[4,8])	 Im(GF[4,8])	 Re(GF[5,0])	 Im(GF[5,0])	 Re(GF[5,1])	 Im(GF[5,1])	 Re(GF[5,2])	 Im(GF[5,2])	 Re(GF[5,3])	 Im(GF[5,3])	 Re(GF[5,4])	 Im(GF[5,4])	 Re(GF[5,5])	 Im(GF[5,5])	 Re(GF[5,6])	 Im(GF[5,6])	 Re(GF[5,7])	 Im(GF[5,7])	 Re(GF[5,8])	 Im(GF[5,8])	 Re(GF[6,0])	 Im(GF[6,0])	 Re(GF[6,1])	 Im(GF[6,1])	 Re(GF[6,2])	 Im(GF[6,2])	 Re(GF[6,3])	 Im(GF[6,3])	 Re(GF[6,4])	 Im(GF[6,4])	 Re(GF[6,5])	 Im(GF[6,5])	 Re(GF[6,6])	 Im(GF[6,6])	 Re(GF[6,7])	 Im(GF[6,7])	 Re(GF[6,8])	 Im(GF[6,8])	 Re(GF[7,0])	 Im(GF[7,0])	 Re(GF[7,1])	 Im(GF[7,1])	 Re(GF[7,2])	 Im(GF[7,2])	 Re(GF[7,3])	 Im(GF[7,3])	 Re(GF[7,4])	 Im(GF[7,4])	 Re(GF[7,5])	 Im(GF[7,5])	 Re(GF[7,6])	 Im(GF[7,6])	 Re(GF[7,7])	 Im(GF[7,7])	 Re(GF[7,8])	 Im(GF[7,8])	 Re(GF[8,0])	 Im(GF[8,0])	 Re(GF[8,1])	 Im(GF[8,1])	 Re(GF[8,2])	 Im(GF[8,2])	 Re(GF[8,3])	 Im(GF[8,3])	 Re(GF[8,4])	 Im(GF[8,4])	 Re(GF[8,5])	 Im(GF[8,5])	 Re(GF[8,6])	 Im(GF[8,6])	 Re(GF[8,7])	 Im(GF[8,7])	 Re(GF[8,8])	 Im(GF[8,8])
0.000000	0.000000	 0.045056 	 0.000000	 0.218040 	 -0.000000	 0.218040 	 -0.000000	 0.218040 	 -0.000000	 -0.107400 	 0.000000	 -0.107400 	 0.000000	 0.218040 	 -0.000000	 -0.107400 	 0.000000	 -0.107400 	 0.000000	 0.218040 	 -0.000000	 0.045056 	 0.000000	 0.218040 	 -0.000000	 -0.107400 	 0.000000	 0.218040 	 -0.000000	 -0.107400 	 0.000000	 -0.107400 	 0.000000	 0.218040 	 -0.000000	 -0.107400 	 0.000000	 0.218040 	 -0.000000	 0.218040 	 -0.000000	 0.045056 	 0.000000	 -0.107400 	 0.000000	 -0.107400 	 0.000000	 0.218040 	 -0.000000	 -0.107400 	 0.000000	 -0.107400 	 0.000000	 0.218040 	 -0.000000	 0.218040 	 -0.000000	 -0.107400 	 0.000000	 -0.107400 	 0.000000	 0.045056 	 0.000000	 0.218040 	 -0.000000	 0.218040 	 -0.000000	 0.218040 	 -0.000000	 -0.107400 	 0.000000	 -0.107400 	 0.000000	 -0.107400 	 0.000000	 0.218040 	 -0.000000	 -0.107400 	 0.000000	 0.218040 	 -0.000000	 0.045056 	 0.000000	 0.218040 	 -0.000000	 -0.107400 	 0.000000	 0.218040 	 -0.000000	 -0.107400 	 0.000000	 -0.107400 	 0.000000	 -0.107400 	 0.000000	 0.218040 	 -0.000000	 0.218040 	 -0.000000	 0.218040 	 -0.000000	 0.045056 	 0.000000	 -0.107400 	 0.000000	 -0.107400 	 0.000000	 0.218040 	 -0.000000	 0.218040 	 -0.000000	 -0.107400 	 0.000000	 -0.107400 	 0.000000	 0.218040 	 -0.000000	 -0.107400 	 0.000000	 -0.107400 	 0.000000	 0.045056 	 0.000000	 0.218040 	 -0.000000	 0.218040 	 -0.000000	 -0.107400 	 0.000000	 0.218040 	 -0.000000	 -0.107400 	 0.000000	 -0.107400 	 0.000000	 0.218040 	 -0.000000	 -0.107400 	 0.000000	 0.218040 	 -0.000000	 0.045056 	 0.000000	 0.218040 	 -0.000000	 -0.107400 	 0.000000	 -0.107400 	 0.000000	 0.218040 	 -0.000000	 -0.107400 	 0.000000	 -0.107400 	 0.000000	 0.218040 	 -0.000000	 0.218040 	 -0.000000	 0.218040 	 -0.000000	 0.045056 	 0.000000
0.012012	0.000000	 -0.439549 	 -0.000000	 0.211946 	 -0.000000	 0.211946 	 -0.000000	 0.211946 	 -0.000000	 -0.104470 	 0.000000	 -0.104470 	 0.000000	 0.211946 	 -0.000000	 -0.104470 	 0.000000	 -0.104470 	 0.000000	 0.211946 	 -0.000000	 -0.439549 	 -0.000000	 0.211946 	 -0.000000	 -0.104470 	 0.000000	 0.211946 	 -0.000000	 -0.104470 	 0.000000	 -0.104470 	 0.000000	 0.211946 	 -0.000000	 -0.104470 	 0.000000	 0.211946 	 -0.000000	 0.211946 	 -0.000000	 -0.439549 	 -0.000000	 -0.104470 	 0.000000	 -0.104470 	 0.000000	 0.211946 	 -0.000000	 -0.104470 	 0.000000	 -0.104470 	 0.000000	 0.211946 	 -0.000000	 0.211946 	 -0.000000	 -0.104470 	 0.000000	 -0.104470 	 0.000000	 -0.439549 	 -0.000000	 0.211946 	 -0.000000	 0.211946 	 -0.000000	 0.211946 	 -0.000000	 -0.104470 	 0.000000	 -0.104470 	 0.000000	 -0.104470 	 0.000000	 0.211946 	 -0.000000	 -0.104470 	 0.000000	 0.211946 	 -0.000000	 -0.439549 	 -0.000000	 0.211946 	 -0.000000	 -0.104470 	 0.000000	 0.211946 	 -0.000000	 -0.104470 	 0.000000	 -0.104470 	 0.000000	 -0.104470 	 0.000000	 0.211946 	 -0.000000	 0.211946 	 -0.000000	 0.211946 	 -0.000000	 -0.439549 	 -0.000000	 -0.104470 	 0.000000	 -0.104470 	 0.000000	 0.211946 	 -0.000000	 0.211946 	 -0.000000	 -0.104470 	 0.000000	 -0.104470 	 0.000000	 0.211946 	 -0.000000	 -0.104470 	 0.000000	 -0.104470 	 0.000000	 -0.439549 	 -0.000000	 0.211946 	 -0.000000	 0.211946 	 -0.000000	 -0.104470 	 0.000000	 0.211946 	 -0.000000	 -0.104470 	 0.000000	 -0.104470 	 0.000000	 0.211946 	 -0.000000	 -0.104470 	 0.000000	 0.211946 	 -0.000000	 -0.439549 	 -0.000000	 0.211946 	 -0.000000	 -0.104470 	 0.000000	 -0.104470 	 0.000000	 0.211946 	 -0.000000	 -0.104470 	 0.000000	 -0.104470 	 0.000000	 0.211946 	 -0.000000	 0.211946 	 -0.000000	 0.211946 	 -0.000000	 -0.439549 	 -0.000000
0.024024	0.000000	 -0.427217 	 -0.000000	 0.206032 	 -0.000000	 0.206032 	 -0.000000	 0.206032 	 -0.000000	 -0.101627 	 0.000000	 -0.101627 	 0.000000	 0.206032 	 -0.000000	 -0.101627 	 0.000000	 -0.101627 	 0.000000	 0.206032 	 -0.000000	 -0.427217 	 -0.000000	 0.206032 	 -0.000000	 -0.101627 	 0.000000	 0.206032 	 -0.000000	 -0.101627 	 0.000000	 -0.101627 	 0.000000	 0.206032 	 -0.000000	 -0.101627 	 0.000000	 0.206032 	 -0.000000	 0.206032 	 -0.000000	 -0.427217 	 -0.000000	 -0.101627 	 0.000000	 -0.101627 	 0.000000	 0.206032 	 -0.000000	 -0.101627 	 0.000000	 -0.101627 	 0.000000	 0.206032 	 -0.000000	 0.206032 	 -0.000000	 -0.101627 	 0.000000	 -0.101627 	 0.000000	 -0.427217 	 -0.000000	 0.206032 	 -0.000000	 0.206032 	 -0.000000	 0.206032 	 -0.000000	 -0.101627 	 0.000000	 -0.101627 	 0.000000	 -0.101627 	 0.000000	 0.206032 	 -0.000000	 -0.101627 	 0.000000	 0.206032 	 -0.000000	 -0.427217 	 -0.000000	 0.206032 	 -0.000000	 -0.101627 	 0.000000	 0.206032 	 -0.000000	 -0.101627 	 0.000000	 -0.101627 	 0.000000	 -0.101627 	 0.000000	 0.206032 	 -0.000000	 0.206032 	 -0.000000	 0.206032 	 -0.000000	 -0.427217 	 -0.000000	 -0.101627 	 0.000000	 -0.101627 	 0.000000	 0.206032 	 -0.000000	 0.206032 	 -0.000000	 -0.101627 	 0.000000	 -0.101627 	 0.000000	 0.206032 	 -0.000000	 -0.101627 	 0.000000	 -0.101627 	 0.000000	 -0.427217 	 -0.000000	 0.206032 	 -0.000000	 0.206032 	 -0.000000	 -0.101627 	 0.000000	 0.206032 	 -0.000000	 -0.101627 	 0.000000	 -0.101627 	 0.000000	 0.206032 	 -0.000000	 -0.101627 	 0.000000	 0.206032 	 -0.000000	 -0.427217 	 -0.000000	 0.206032 	 -0.000000	 -0.101627 	 0.000000	 -0.101627 	 0.000000	 0.206032 	 -0.000000	 -0.101627 	 0.000000	 -0.101627 	 0.000000	 0.206032 	 -0.000000	 0.206032 	 -0.000000	 0.206032 	 -0.000000	 -0.427217 	 -0.000000
0.036036	0.000000	 -0.414829 	 0.000000	 0.200307 	 -0.000000	 0.200307 	 -0.000000	 0.200307 	 -0.000000	 -0.098869 	 -0.000000	 -0.098869 	 -0.000000	 0.200307 	 -0.000000	 -0.098869 	 -0.000000	 -0.098869 	 -0.000000	 0.200307 	 -0.000000	 -0.414829 	 0.000000	 0.200307 	 -0.000000	 -0.098869 	 -0.000000	 0.200307 	 -0.000000	 -0.098869 	 -0.000000	 -0.098869 	 -0.000000	 0.200307 	 -0.000000	 -0.098869 	 -0.000000	 0.200307 	 -0.000000	 0.200307 	 -0.000000	 -0.414829 	 0.000000	 -0.098869 	 -0.000000	 -0.098869 	 -0.000000	 0.200307 	 -0.000000	 -0.098869 	 -0.000000	 -0.098869 	 -0.000000	 0.200307 	 -0.000000	 0.200307 	 -0.000000	 -0.098869 	 -0.000000	 -0.098869 	 -0.000000	 -0.414829 	 0.000000	 0.200307 	 -0.000000	 0.200307 	 -0.000000	 0.200307 	 -0.000000	 -0.098869 	 -0.000000	 -0.098869 	 -0.000000	 -0.098869 	 -0.000000	 0.200307 	 -0.000000	 -0.098869 	 -0.000000	 0.200307 	 -0.000000	 -0.414829 	 0.000000	 0.200307 	 -0.000000	 -0.098869 	 -0.000000	 0.200307 	 -0.000000	 -0.098869 	 -0.000000	 -0.098869 	 -0.000000	 -0.098869 	 -0.000000	 0.200307 	 -0.000000	 0.200307 	 -0.000000	 0.200307 	 -0.000000	 -0.414829 	 0.000000	 -0.098869 	 -0.000000	 -0.098869 	 -0.000000	 0.200307 	 -0.000000	 0.200307 	 -0.000000	 -0.098869 	 -0.000000	 -0.098869 	 -0.000000	 0.200307 	 -0.000000	 -0.098869 	 -0.000000	 -0.098869 	 -0.000000	 -0.414829 	 0.000000	 0.200307 	 -0.000000	 0.200307 	 -0.000000	 -0.098869 	 -0.000000	 0.200307 	 -0.000000	 -0.098869 	 -0.000000	 -0.098869 	 -0.000000	 0.200307 	 -0.000000	 -0.098869 	 -0.000000	 0.200307 	 -0.000000	 -0.414829 	 0.000000	 0.200307 	 -0.000000	 -0.098869 	 -0.000000	 -0.098869 	 -0.000000	 0.200307 	 -0.000000	 -0.098869 	 -0.000000	 -0.098869 	 -0.000000	 0.200307 	 -0.000000	 0.200307 	 -0.000000	 0.200307 	 -0.000000	 -0.414829 	 0.000000
0.048048	0.000000	 -0.402779 	 0.000000	 0.194765 	 -0.000000	 0.194765 	 -0.000000	 0.194765 	 -0.000000	 -0.096193 	 -0.000000	 -0.096193 	 -0.000000	 0.194765 	 -0.000000	 -0.096193 	 -0.000000	 -0.096193 	 -0.000000	 0.194765 	 -0.000000	 -0.402779 	 0.000000	 0.194765 	 -0.000000	 -0.096193 	 -0.000000	 0.194765 	 -0.000000	 -0.096193 	 -0.000000	 -0.096193 	 -0.000000	 0.194765 	 -0.000000	 -0.096193 	 -0.000000	 0.194765 	 -0.000000	 0.194765 	 -0.000000	 -0.402779 	 0.000000	 -0.096193 	 -0.000000	 -0.096193 	 -0.000000	 0.194765 	 -0.000000	 -0.096193 	 -0.000000	 -0.096193 	 -0.000000	 0.194765 	 -0.000000	 0.194765 	 -0.000000	 -0.096193 	 -0.000000	 -0.096193 	 -0.000000	 -0.402779 	 0.000000	 0.194765 	 -0.000000	 0.194765 	 -0.000000	 0.194765 	 -0.000000	 -0.096193 	 -0.000000	 -0.096193 	 -0.000000	 -0.096193 	 -0.000000	 0.194765 	 -0.000000	 -0.096193 	 -0.000000	 0.194765 	 -0.000000	 -0.402779 	 0.000000	 0.194765 	 -0.000000	 -0.096193 	 -0.000000	 0.194765 	 -0.000000	 -0.096193 	 -0.000000	 -0.096193 	 -0.000000	 -0.096193 	 -0.000000	 0.194765 	 -0.000000	 0.194765 	 -0.000000	 0.194765 	 -0.000000	 -0.402779 	 0.000000	 -0.096193 	 -0.000000	 -0.096193 	 -0.000000	 0.194765 	 -0.000000	 0.194765 	 -0.000000	 -0.096193 	 -0.000000	 -0.096193 	 -0.000000	 0.194765 	 -0.000000	 -0.096193 	 -0.000000	 -0.096193 	 -0.000000	 -0.402779 	 0.000000	 0.194765 	 -0.000000	 0.194765 	 -0.000000	 -0.096193 	 -0.000000	 0.194765 	 -0.000000	 -0.096193 	 -0.000000	 -0.096193 	 -0.000000	 0.194765 	 -0.000000	 -0.096193 	 -0.000000	 0.194765 	 -0.000000	 -0.402779 	 0.000000	 0.194765 	 -0.000000	 -0.096193 	 -0.000000	 -0.096193 	 -0.000000	 0.194765 	 -0.000000	 -0.096193 	 -0.000000	 -0.096193 	 -0.000000	 0.194765 	 -0.000000	 0.194765 	 -0.000000	 0.194765 	 -0.000000	 -0.402779 	 0.000000
0.060060	0.000000	 -0.391122 	 -0.000000	 0.189398 	 -0.000000	 0.189398 	 -0.000000	 0.189398 	 -0.000000	 -0.093596 	 -0.000000	 -0.093596 	 -0.000000	 0.189398 	 -0.000000	 -0.093596 	 -0.000000	 -0.093596 	 -0.000000	 0.189398 	 -0.000000	 -0.391122 	 -0.000000	 0.189398 	 -0.000000	 -0.093596 	 -0.000000	 0.189398 	 -0.000000	 -0.093596 	 -0.000000	 -0.093596 	 -0.000000	 0.189398 	 -0.000000	 -0.093596 	 -0.000000	 0.189398 	 -0.000000	 0.189398 	 -0.000000	 -0.391122 	 -0.000000	 -0.093596 	 -0.000000	 -0.093596 	 -0.000000	 0.189398 	 -0.000000	 -0.093596 	 -0.000000	 -0.093596 	 -0.000000	 0.189398 	 -0.000000	 0.189398 	 -0.000000	 -0.093596 	 -0.000000	 -0.093596 	 -0.000000	 -0.391122 	 -0.000000	 0.189398 	 -0.000000	 0.189398 	 -0.000000	 0.189398 	 -0.000000	 -0.093596 	 -0.000000	 -0.093596 	 -0.000000	 -0.093596 	 -0.000000	 0.189398 	 -0.000000	 -0.093596 	 -0.000000	 0.189398 	 -0.000000	 -0.391122 	 -0.000000	 0.189398 	 -0.000000	 -0.093596 	 -0.000000	 0.189398 	 -0.000000	 -0.093596 	 -0.000000	 -0.093596 	 -0.000000	 -0.093596 	 -0.000000	 0.189398 	 -0.000000	 0.189398 	 -0.000000	 0.189398 	 -0.000000	 -0.391122 	 -0.000000	 -0.093596 	 -0.000000	 -0.093596 	 -0.000000	 0.189398 	 -0.000000	 0.189398 	 -0.000000	 -0.093596 	 -0.000000	 -0.093596 	 -0.000000	 0.189398 	 -0.000000	 -0.093596 	 -0.000000	 -0.093596 	 -0.000000	 -0.391122 	 -0.000000	 0.189398 	 -0.000000	 0.189398 	 -0.000000	 -0.093596 	 -0.000000	 0.189398 	 -0.000000	 -0.093596 	 -0.000000	 -0.093596 	 -0.000000	 0.189398 	 -0.000000	 -0.093596 	 -0.000000	 0.189398 	 -0.000000	 -0.391122 	 -0.000000	 0.189398 	 -0.000000	 -0.093596 	 -0.000000	 -0.093596 	 -0.000000	 0.189398 	 -0.000000	 -0.093596 	 -0.000000	 -0.093596 	 -0.000000	 0.189398 	 -0.000000	 0.189398 	 -0.000000	 0.189398 	 -0.000000	 -0.391122 	 -0.000000
0.072072	0.000000	 -0.379864 	 -0.000000	 0.184198 	 -0.000000	 0.184198 	 -0.000000	 0.184198 	 -0.000000	 -0.091074 	 -0.000000	 -0.091074 	 -0.000000	 0.184198 	 -0.000000	 -0.091074 	 -0.000000	 -0.091074 	 -0.000000	 0.184198 	 -0.000000	 -0.379864 	 -0.000000	 0.184198 	 -0.000000	 -0.091074 	 -0.000000	 0.184198 	 -0.000000	 -0.091074 	 -0.000000	 -0.091074 	 -0.000000	 0.184198 	 -0.000000	 -0.091074 	 -0.000000	 0.184198 	 -0.000000	 0.184198 	 -0.000000	 -0.379864 	 -0.000000	 -0.091074 	 -0.000000	 -0.091074 	 -0.000000	 0.184198 	 -0.000000	 -0.091074 	 -0.000000	 -0.091074 	 -0.000000	 0.184198 	 -0.000000	 0.184198 	 -0.000000	 -0.091074 	 -0.000000	 -0.091074 	 -0.000000	 -0.379864 	 -0.000000	 0.184198 	 -0.000000	 0.184198 	 -0.000000	 0.184198 	 -0.000000	 -0.091074 	 -0.000000	 -0.091074 	 -0.000000	 -0.091074 	 -0.000000	 0.184198 	 -0.000000	 -0.091074 	 -0.000000	 0.184198 	 -0.000000	 -0.379864 	 -0.000000	 0.184198 	 -0.000000	 -0.091074 	 -0.000000	 0.184198 	 -0.000000	 -0.091074 	 -0.000000	 -0.091074 	 -0.000000	 -0.091074 	 -0.000000	 0.184198 	 -0.000000	 0.184198 	 -0.000000	 0.184198 	 -0.000000	 -0.379864 	 -0.000000	 -0.091074 	 -0.000000	 -0.091074 	 -0.000000	 0.184198 	 -0.000000	 0.184198 	 -0.000000	 -0.091074 	 -0.000000	 -0.091074 	 -0.000000	 0.184198 	 -0.000000	 -0.091074 	 -0.000000	 -0.091074 	 -0.000000	 -0.379864 	 -0.000000	 0.184198 	 -0.000000	 0.184198 	 -0.000000	 -0.091074 	 -0.000000	 0.184198 	 -0.000000	 -0.091074 	 -0.000000	 -0.091074 	 -0.000000	 0.184198 	 -0.000000	 -0.091074 	 -0.000000	 0.184198 	 -0.000000	 -0.379864 	 -0.000000	 0.184198 	 -0.000000	 -0.091074 	 -0.000000	 -0.091074 	 -0.000000	 0.184198 	 -0.000000	 -0.091074 	 -0.000000	 -0.091074 	 -0.000000	 0.184198 	 -0.000000	 0.184198 	 -0.000000	 0.184198 	 -0.000000	 -0.379864 	 -0.000000
0.084084	0.000000	 -0.368992 	 0.000000	 0.179159 	 -0.000000	 0.179159 	 -0.000000	 0.179159 	 -0.000000	 -0.088626 	 -0.000000	 -0.088626 	 -0.000000	 0.179159 	 -0.000000	 -0.088626 	 -0.000000	 -0.088626 	 -0.000000	 0.179159 	 -0.000000	 -0.368992 	 0.000000	 0.179159 	 -0.000000	 -0.088626 	 -0.000000	 0.179159 	 -0.000000	 -0.088626 	 -0.000000	 -0.088626 	 -0.000000	 0.179159 	 -0.000000	 -0.088626 	 -0.000000	 0.179159 	 -0.000000	 0.179159 	 -0.000000	 -0.368992 	 0.000000	 -0.088626 	 -0.000000	 -0.088626 	 -0.000000	 0.179159 	 -0.000000	 -0.088626 	 -0.000000	 -0.088626 	 -0.000000	 0.179159 	 -0.000000	 0.179159 	 -0.000000	 -0.088626 	 -0.000000	 -0.088626 	 -0.000000	 -0.368992 	 0.000000	 0.179159 	 -0.000000	 0.179159 	 -0.000000	 0.179159 	 -0.000000	 -0.088626 	 -0.000000	 -0.088626 	 -0.000000	 -0.088626 	 -0.000000	 0.179159 	 -0.000000	 -0.088626 	 -0.000000	 0.179159 	 -0.000000	 -0.368992 	 0.000000	 0.179159 	 -0.000000	 -0.088626 	 -0.000000	 0.179159 	 -0.000000	 -0.088626 	 -0.000000	 -0.088626 	 -0.000000	 -0.088626 	 -0.000000	 0.179159 	 -0.000000	 0.179159 	 -0.000000	 0.179159 	 -0.000000	 -0.368992 	 0.000000	 -0.088626 	 -0.000000	 -0.088626 	 -0.000000	 0.179159 	 -0.000000	 0.179159 	 -0.000000	 -0.088626 	 -0.000000	 -0.088626 	 -0.000000	 0.179159 	 -0.000000	 -0.088626 	 -0.000000	 -0.088626 	 -0.000000	 -0.368992 	 0.000000	 0.179159 	 -0.000000	 0.179159 	 -0.000000	 -0.088626 	 -0.000000	 0.179159 	 -0.000000	 -0.088626 	 -0.000000	 -0.088626 	 -0.000000	 0.179159 	 -0.000000	 -0.088626 	 -0.000000	 0.179159 	 -0.000000	 -0.368992 	 0.000000	 0.179159 	 -0.000000	 -0.088626 	 -0.000000	 -0.088626 	 -0.000000	 0.179159 	 -0.000000	 -0.088626 	 -0.000000	 -0.088626 	 -0.000000	 0.179159 	 -0.000000	 0.179159 	 -0.000000	 0.179159 	 -0.000000	 -0.368992 	 0.000000
0.096096	0.000000	 -0.358491 	 -0.000000	 0.174275 	 -0.000000	 0.174275 	 -0.000000	 0.174275 	 -0.000000	 -0.086249 	 0.000000	 -0.086249 	 0.000000	 0.174275 	 -0.000000	 -0.086249 	 0.000000	 -0.086249 	 0.000000	 0.174275 	 -0.000000	 -0.358491 	 -0.000000	 0.174275 	 -0.000000	 -0.086249 	 0.000000	 0.174275 	 -0.000000	 -0.086249 	 0.000000	 -0.086249 	 0.000000	 0.174275 	 -0.000000	 -0.086249 	 0.000000	 0.174275 	 -0.000000	 0.174275 	 -0.000000	 -0.358491 	 -0.000000	 -0.086249 	 0.000000	 -0.086249 	 0.000000	 0.174275 	 -0.000000	 -0.086249 	 0.000000	 -0.086249 	 0.000000	 0.174275 	 -0.000000	 0.174275 	 -0.000000	 -0.086249 	 0.000000	 -0.086249 	 0.000000	 -0.358491 	 -0.000000	 0.174275 	 -0.000000	 0.174275 	 -0.000000	 0.174275 	 -0.000000	 -0.086249 	 0.000000	 -0.086249 	 0.000000	 -0.086249 	 0.000000	 0.174275 	 -0.000000	 -0.086249 	 0.000000	 0.174275 	 -0.000000	 -0.358491 	 -0.000000	 0.174275 	 -0.000000	 -0.086249 	 0.000000	 0.174275 	 -0.000000	 -0.086249 	 0.000000	 -0.086249 	 0.000000	 -0.086249 	 0.000000	 0.174275 	 -0.000000	 0.174275 	 -0.000000	 0.174275 	 -0.000000	 -0.358491 	 -0.000000	 -0.086249 	 0.000000	 -0.086249 	 0.000000	 0.174275 	 -0.000000	 0.174275 	 -0.000000	 -0.086249 	 0.000000	 -0.086249 	 0.000000	 0.174275 	 -0.000000	 -0.086249 	 0.000000	 -0.086249 	 0.000000	 -0.358491 	 -0.000000	 0.174275 	 -0.000000	 0.174275 	 -0.000000	 -0.086249 	 0.000000	 0.174275 	 -0.000000	 -0.086249 	 0.000000	 -0.086249 	 0.000000	 0.174275 	 -0.000000	 -0.086249 	 0.000000	 0.174275 	 -0.000000	 -0.358491 	 -0.000000	 0.174275 	 -0.000000	 -0.086249 	 0.000000	 -0.086249 	 0.000000	 0.174275 	 -0.000000	 -0.086249 	 0.000000	 -0.086249 	 0.000000	 0.174275 	 -0.000000	 0.174275 	 -0.000000	 0.174275 	 -0.000000	 -0.358491 	 -0.000000
0.108108	0.000000	 -0.348346 	 -0.000000	 0.169539 	 -0.000000	 0.169539 	 -0.000000	 0.169539 	 -0.000000	 -0.083941 	 0.000000	 -0.083941 	 0.000000	 0.169539 	 -0.000000	 -0.083941 	 0.000000	 -0.083941 	 0.000000	 0.169539 	 -0.000000	 -0.348346 	 -0.000000	 0.169539 	 -0.000000	 -0.083941 	 0.000000	 0.169539 	 -0.000000	 -0.083941 	 0.000000	 -0.083941 	 0.000000	 0.169539 	 -0.000000	 -0.083941 	 0.000000	 0.169539 	 -0.000000	 0.169539 	 -0.000000	 -0.348346 	 -0.000000	 -0.083941 	 0.000000	 -0.083941 	 0.000000	 0.169539 	 -0.000000	 -0.083941 	 0.000000	 -0.083941 	 0.000000	 0.169539 	 -0.000000	 0.169539 	 -0.000000	 -0.083941 	 0.000000	 -0.083941 	 0.000000	 -0.348346 	 -0.000000	 0.169539 	 -0.000000	 0.169539 	 -0.000000	 0.169539 	 -0.000000	 -0.083941 	 0.000000	 -0.083941 	 0.000000	 -0.083941 	 0.000000	 0.169539 	 -0.000000	 -0.083941 	 0.000000	 0.169539 	 -0.000000	 -0.348346 	 -0.000000	 0.169539 	 -0.000000	 -0.083941 	 0.000000	 0.169539 	 -0.000000	 -0.083941 	 0.000000	 -0.083941 	 0.000000	 -0.083941 	 0.000000	 0.169539 	 -0.000000	 0.169539 	 -0.000000	 0.169539 	 -0.000000	 -0.348346 	 -0.000000	 -0.083941 	 0.000000	 -0.083941 	 0.000000	 0.169539 	 -0.000000	 0.169539 	 -0.000000	 -0.083941 	 0.000000	 -0.083941 	 0.000000	 0.169539 	 -0.000000	 -0.083941 	 0.000000	 -0.083941 	 0.000000	 -0.348346 	 -0.000000	 0.169539 	 -0.000000	 0.169539 	 -0.000000	 -0.083941 	 0.000000	 0.169539 	 -0.000000	 -0.083941 	 0.000000	 -0.083941 	 0.000000	 0.169539 	 -0.000000	 -0.083941 	 0.000000	 0.169539 	 -0.000000	 -0.348346 	 -0.000000	 0.169539 	 -0.000000	 -0.083941 	 0.000000	 -0.083941 	 0.000000	 0.169539 	 -0.000000	 -0.083941 	 0.000000	 -0.083941 	 0.000000	 0.169539 	 -0.000000	 0.169539 	 -0.000000	 0.169539 	 -0.000000	 -0.348346 	 -0.000000
